customer_id,first_name,last_name,email,country,city
499,Chris,Jones,chris.jones300@mail.com,Italy,Rome
500,Paulina,Lewandowska,paulina.lewandowska301@example.com,United Kingdom,Leeds
501,Sophia,Williams,sophia.williams302@example.com,Spain,Madrid
502,Agnieszka,Wilson,agnieszka.wilson303@mail.com,United Kingdom,Glasgow
503,Andrew,Jones,andrew.jones304@shopper.net,United States,New York
504,Maria,Pawlowska,maria.pawlowska305@inbox.com,Poland,Poznan
505,Paulina,Zielinska,paulina.zielinska306@example.com,France,Nice
506,Olivia,Jones,olivia.jones307@mail.com,Poland,Poznan
507,John,Lewandowska,john.lewandowska308@example.com,Spain,Seville
508,Daniel,Johnson,daniel.johnson309@mail.com,France,Paris
509,Daniel,Williams,daniel.williams310@inbox.com,United States,New York
510,Anna,Nowak,anna.nowak311@inbox.com,Poland,Wroclaw
511,Marta,Rodriguez,marta.rodriguez312@shopper.net,Germany,Hamburg
512,Charlotte,Rodriguez,charlotte.rodriguez313@mail.com,Germany,Munich
513,Amelia,Lewandowska,amelia.lewandowska314@mail.com,Germany,Berlin
514,Paulina,Lewandowska,paulina.lewandowska315@shopper.net,Poland,Krakow
515,Daniel,Smith,daniel.smith316@shopper.net,Italy,Bologna
516,Emily,Zielinska,emily.zielinska317@mail.com,United Kingdom,Liverpool
517,Katarzyna,Wilson,katarzyna.wilson318@shopper.net,Germany,Cologne
518,Andrew,Smith,andrew.smith319@inbox.com,Germany,Dresden
519,Charlotte,Kaczmarek,charlotte.kaczmarek320@example.com,United Kingdom,Liverpool
520,Amelia,Pawlowska,amelia.pawlowska321@inbox.com,United States,Chicago
521,Monika,Szymanska,monika.szymanska322@shopper.net,United Kingdom,Birmingham
522,Anthony,Szymanska,anthony.szymanska323@mail.com,Italy,Florence
523,Mia,Pawlowska,mia.pawlowska324@mail.com,United Kingdom,Liverpool
524,Katarzyna,Jones,katarzyna.jones325@inbox.com,Netherlands,Eindhoven
525,Anthony,Brown,anthony.brown326@mail.com,Spain,Bilbao
526,Andrew,Smith,andrew.smith327@shopper.net,Poland,Poznan
527,Ewa,Johnson,ewa.johnson328@inbox.com,Italy,Milan
528,Andrew,Williams,andrew.williams329@mail.com,Poland,Poznan
529,Marta,Pawlowska,marta.pawlowska330@example.com,Spain,Bilbao
530,Anna,Garcia,anna.garcia331@example.com,Germany,Hamburg
531,Joanna,Kowalska,joanna.kowalska332@shopper.net,Spain,Valencia
532,Ewa,Jones,ewa.jones333@mail.com,Spain,Malaga
533,Mark,Pawlowska,mark.pawlowska334@shopper.net,France,Lyon
534,Joanna,Smith,joanna.smith335@inbox.com,France,Paris
535,Anna,Johnson,anna.johnson336@example.com,Germany,Munich
536,John,Johnson,john.johnson337@inbox.com,Poland,Krakow
537,Charlotte,Lewandowska,charlotte.lewandowska338@mail.com,United Kingdom,Leeds
538,Isabella,Miller,isabella.miller339@shopper.net,Poland,Lodz
539,Isabella,Lewandowska,isabella.lewandowska340@shopper.net,United States,Houston
540,Mark,Zielinska,mark.zielinska341@shopper.net,Germany,Munich
541,Ava,Zielinska,ava.zielinska342@inbox.com,Netherlands,Rotterdam
542,Evelyn,Pawlowska,evelyn.pawlowska343@example.com,United States,Los Angeles
543,Magdalena,Kaczmarek,magdalena.kaczmarek344@inbox.com,Spain,Bilbao
544,Katarzyna,Davis,katarzyna.davis345@inbox.com,Poland,Wroclaw
545,Ewa,Michalska,ewa.michalska346@mail.com,Spain,Barcelona
546,Charlotte,Rodriguez,charlotte.rodriguez347@mail.com,Italy,Florence
547,Daniel,Brown,daniel.brown348@mail.com,United Kingdom,Liverpool
548,Mia,Pawlowska,mia.pawlowska349@example.com,United States,Seattle
549,Daniel,Michalska,daniel.michalska350@example.com,France,Marseille
550,Isabella,Smith,isabella.smith351@mail.com,Poland,Lodz
551,Andrew,Kowalska,andrew.kowalska352@mail.com,United Kingdom,Glasgow
552,Charlotte,Brown,charlotte.brown353@example.com,Germany,Frankfurt
553,Chris,Zielinska,chris.zielinska354@shopper.net,Poland,Warsaw
554,Maria,Brown,maria.brown355@example.com,Germany,Berlin
555,Anna,Lewandowska,anna.lewandowska356@example.com,Poland,Warsaw
556,Daniel,Kowalska,daniel.kowalska357@example.com,Poland,Lodz
557,Evelyn,Rodriguez,evelyn.rodriguez358@mail.com,Poland,Poznan
558,Michael,Pawlowska,michael.pawlowska359@shopper.net,Netherlands,The Hague
559,Agnieszka,Jones,agnieszka.jones360@example.com,United Kingdom,Glasgow
560,Agnieszka,Jones,agnieszka.jones361@mail.com,Netherlands,Utrecht
561,Amelia,Michalska,amelia.michalska362@inbox.com,United Kingdom,Glasgow
562,Ava,Michalska,ava.michalska363@inbox.com,Germany,Hamburg
563,Marta,Kaczmarek,marta.kaczmarek364@example.com,United Kingdom,London
564,Marta,Wilson,marta.wilson365@inbox.com,United Kingdom,London
565,Katarzyna,Michalska,katarzyna.michalska366@shopper.net,Poland,Lodz
566,Anthony,Wojcik,anthony.wojcik367@inbox.com,United States,New York
567,Daniel,Wilson,daniel.wilson368@inbox.com,Poland,Lodz
568,Daniel,Smith,daniel.smith369@shopper.net,United States,Los Angeles
569,Katarzyna,Szymanska,katarzyna.szymanska370@example.com,United States,Los Angeles
570,Andrew,Nowak,andrew.nowak371@example.com,Poland,Wroclaw
571,Sophia,Dabrowska,sophia.dabrowska372@shopper.net,Poland,Lodz
572,Olivia,Garcia,olivia.garcia373@shopper.net,France,Toulouse
573,Sophia,Nowak,sophia.nowak374@shopper.net,United Kingdom,Leeds
574,Anna,Davis,anna.davis375@inbox.com,Poland,Krakow
575,Sophia,Smith,sophia.smith376@shopper.net,Netherlands,Groningen
576,Andrew,Johnson,andrew.johnson377@mail.com,Poland,Krakow
577,John,Rodriguez,john.rodriguez378@inbox.com,United States,Houston
578,Chris,Dabrowska,chris.dabrowska379@example.com,Netherlands,Groningen
579,Joanna,Wilson,joanna.wilson380@example.com,Germany,Cologne
580,Monika,Szymanska,monika.szymanska381@example.com,Poland,Poznan
581,Paulina,Kowalska,paulina.kowalska382@inbox.com,Poland,Lodz
582,Joanna,Davis,joanna.davis383@mail.com,Germany,Dresden
583,Andrew,Smith,andrew.smith384@shopper.net,Poland,Wroclaw
584,Evelyn,Garcia,evelyn.garcia385@shopper.net,United States,Phoenix
